time,open,high,low,close,Volume,Volume MA,pctc,mark,time_since_start,time_since_start_seconds,time_since_last_event,time_since_last_event_seconds
2019-05-06 17:30:00+00:00,178.41,178.99,178.28,178.62,24413.0,53427.95,0.0011209505660800811,4,5 days 04:00:00,7440.0,0 days 01:00:00,60.0
2019-05-06 18:30:00+00:00,178.6,180.14,178.55,179.73,60218.0,54215.1,0.00621430970775938,4,5 days 05:00:00,7500.0,0 days 01:00:00,60.0
2019-05-06 19:30:00+00:00,179.78,180.34,179.53,179.84,53596.0,51205.4,0.0006120291548434853,4,5 days 06:00:00,7560.0,0 days 01:00:00,60.0
2019-05-07 13:30:00+00:00,177.54,177.54,175.13,175.71,116392.0,52250.45,-0.022964857651245563,3,6 days 00:00:00,8640.0,1 days 00:00:00,1440.0
2019-05-07 14:30:00+00:00,176.16,176.19,173.91,174.88,95434.0,54497.55,-0.0047236924477833675,4,6 days 01:00:00,8700.0,0 days 19:00:00,1140.0
2019-05-07 15:30:00+00:00,174.92,175.21,173.82,175.08,56987.0,55114.65,0.001143641354071523,4,6 days 02:00:00,8760.0,0 days 01:00:00,60.0
2019-05-07 16:30:00+00:00,175.12,175.18,173.08,173.52,48875.0,55675.25,-0.008910212474297463,4,6 days 03:00:00,8820.0,0 days 01:00:00,60.0
2019-05-07 17:30:00+00:00,173.28,173.6,171.81,171.93,58271.0,57160.8,-0.0091632088520055,4,6 days 04:00:00,8880.0,0 days 01:00:00,60.0
2019-05-07 18:30:00+00:00,171.99,172.85,171.26,171.89,62820.0,58778.75,-0.00023265282382378683,4,6 days 05:00:00,8940.0,0 days 01:00:00,60.0
2019-05-07 19:30:00+00:00,171.85,173.15,171.19,173.15,75576.0,57849.9,0.007330269358310604,4,6 days 06:00:00,9000.0,0 days 01:00:00,60.0
2019-05-08 13:30:00+00:00,172.08,176.11,171.64,175.48,90040.0,59938.9,0.013456540571758602,4,7 days 00:00:00,10080.0,0 days 18:00:00,1080.0
2019-05-08 14:30:00+00:00,175.75,177.13,174.6,176.38,69738.0,61863.15,0.005128789605653106,4,7 days 01:00:00,10140.0,0 days 01:00:00,60.0
2019-05-08 15:30:00+00:00,176.55,176.62,175.04,175.57,31316.0,61961.9,-0.004592357410137193,4,7 days 02:00:00,10200.0,0 days 01:00:00,60.0
2019-05-08 16:30:00+00:00,175.45,176.12,175.11,175.11,27457.0,61166.1,-0.0026200375918435936,4,7 days 03:00:00,10260.0,0 days 01:00:00,60.0
2019-05-08 17:30:00+00:00,175.11,175.61,174.96,175.46,25795.0,60661.15,0.001998743646850487,4,7 days 04:00:00,10320.0,0 days 01:00:00,60.0
2019-05-08 18:30:00+00:00,175.49,176.14,175.33,176.03,35270.0,59604.9,0.003248603670352068,4,7 days 05:00:00,10380.0,0 days 01:00:00,60.0
2019-05-08 19:30:00+00:00,176.05,176.2,173.85,173.88,56504.0,57212.1,-0.012213827188547466,3,7 days 06:00:00,10440.0,1 days 06:00:00,1800.0
2019-05-09 13:30:00+00:00,170.83,171.43,165.45,165.68,151481.0,61460.85,-0.04715896020243837,2,8 days 00:00:00,11520.0,0 days 00:00:00,0.0
2019-05-09 14:30:00+00:00,165.68,168.14,165.51,166.95,62483.0,61593.9,0.007665379043940046,4,8 days 01:00:00,11580.0,0 days 20:00:00,1200.0
2019-05-09 15:30:00+00:00,167.25,169.34,167.03,169.22,90608.0,64663.7,0.013596885294998584,4,8 days 02:00:00,11640.0,0 days 01:00:00,60.0
2019-05-09 16:30:00+00:00,169.25,171.4,169.24,170.12,111315.0,69008.8,0.0053185202694716605,4,8 days 03:00:00,11700.0,0 days 01:00:00,60.0
2019-05-09 17:30:00+00:00,170.19,171.35,169.94,170.78,71500.0,69572.9,0.003879614389842523,4,8 days 04:00:00,11760.0,0 days 01:00:00,60.0
2019-05-09 18:30:00+00:00,170.79,171.05,169.15,170.1,72283.0,70507.25,-0.003981730881836287,4,8 days 05:00:00,11820.0,0 days 01:00:00,60.0
2019-05-09 19:30:00+00:00,170.09,170.69,169.54,170.19,65005.0,67937.9,0.0005291005291006012,4,8 days 06:00:00,11880.0,0 days 01:00:00,60.0
2019-05-10 13:30:00+00:00,168.64,171.54,167.2,168.01,116288.0,68980.6,-0.012809213232269911,3,9 days 00:00:00,12960.0,1 days 18:00:00,2520.0
2019-05-10 14:30:00+00:00,167.98,167.98,164.82,165.54,124998.0,72381.15,-0.014701505862746211,3,9 days 01:00:00,13020.0,0 days 01:00:00,60.0
2019-05-10 15:30:00+00:00,165.47,166.4,164.03,166.03,93896.0,74632.2,0.002960009665337715,4,9 days 02:00:00,13080.0,0 days 20:00:00,1200.0
2019-05-10 16:30:00+00:00,166.14,168.24,165.72,167.99,88249.0,76131.1,0.01180509546467512,4,9 days 03:00:00,13140.0,0 days 01:00:00,60.0
2019-05-10 17:30:00+00:00,168.07,169.15,167.6,167.73,71360.0,76558.1,-0.0015477111732842275,4,9 days 04:00:00,13200.0,0 days 01:00:00,60.0
2019-05-10 18:30:00+00:00,167.7,170.13,167.61,170.01,77858.0,76672.2,0.013593274906099184,4,9 days 05:00:00,13260.0,0 days 01:00:00,60.0
2019-05-10 19:30:00+00:00,170.0,170.01,167.91,168.79,71672.0,75753.8,-0.007176048467737228,4,9 days 06:00:00,13320.0,0 days 01:00:00,60.0
2019-05-13 13:30:00+00:00,163.69,164.43,160.62,161.42,158648.0,80199.3,-0.04366372415427455,2,12 days 00:00:00,17280.0,4 days 00:00:00,5760.0
2019-05-13 14:30:00+00:00,161.13,162.6,160.78,160.96,78671.0,82567.05,-0.0028497088340972976,4,12 days 01:00:00,17340.0,2 days 19:00:00,4020.0
2019-05-13 15:30:00+00:00,160.96,161.3,159.49,160.22,71212.0,84754.8,-0.004597415506958358,4,12 days 02:00:00,17400.0,0 days 01:00:00,60.0
2019-05-13 16:30:00+00:00,160.22,160.77,159.44,159.61,68854.0,86907.75,-0.00380726501061035,4,12 days 03:00:00,17460.0,0 days 01:00:00,60.0
2019-05-13 17:30:00+00:00,159.55,160.64,159.25,160.0,66210.0,88454.75,0.0024434559238142306,4,12 days 04:00:00,17520.0,0 days 01:00:00,60.0
2019-05-13 18:30:00+00:00,160.18,161.1,159.25,159.27,70930.0,89176.05,-0.004562499999999914,4,12 days 05:00:00,17580.0,0 days 01:00:00,60.0
2019-05-13 19:30:00+00:00,159.2,159.25,157.83,158.45,96510.0,86427.5,-0.005148489985559279,4,12 days 06:00:00,17640.0,0 days 01:00:00,60.0
2019-05-14 13:30:00+00:00,160.02,161.51,158.62,161.32,115628.0,89084.75,0.018112969390975175,5,13 days 00:00:00,18720.0,12 days 00:00:00,17280.0
2019-05-14 14:30:00+00:00,161.25,162.09,160.25,161.96,47188.0,86913.75,0.003967270022315894,4,13 days 01:00:00,18780.0,0 days 19:00:00,1140.0
2019-05-14 15:30:00+00:00,161.92,162.55,161.63,161.93,52322.0,83964.1,-0.0001852309212151404,4,13 days 02:00:00,18840.0,0 days 01:00:00,60.0
2019-05-14 16:30:00+00:00,161.95,163.12,161.95,162.87,52279.0,83003.05,0.00580497745939601,4,13 days 03:00:00,18900.0,0 days 01:00:00,60.0
2019-05-14 17:30:00+00:00,162.9,163.44,162.47,163.01,42691.0,81523.45,0.0008595812611285059,4,13 days 04:00:00,18960.0,0 days 01:00:00,60.0
2019-05-14 18:30:00+00:00,162.94,163.4,162.3,162.62,55427.0,81044.55,-0.002392491258204954,4,13 days 05:00:00,19020.0,0 days 01:00:00,60.0
2019-05-14 19:30:00+00:00,162.6,162.72,161.95,162.04,59106.0,78185.45,-0.00356659697454198,4,13 days 06:00:00,19080.0,0 days 01:00:00,60.0
2019-05-15 13:30:00+00:00,160.22,160.29,157.47,160.23,101728.0,77021.95,-0.011170081461367554,4,14 days 00:00:00,20160.0,0 days 18:00:00,1080.0
2019-05-15 14:30:00+00:00,160.14,160.52,159.36,160.42,59219.0,75288.1,0.001185795419085034,4,14 days 01:00:00,20220.0,0 days 01:00:00,60.0
2019-05-15 15:30:00+00:00,160.46,161.03,160.18,160.43,46513.0,73201.3,6.2336367036675e-05,4,14 days 02:00:00,20280.0,0 days 01:00:00,60.0
2019-05-15 16:30:00+00:00,160.43,160.69,159.82,160.24,35527.0,71409.65,-0.0011843171476656478,4,14 days 03:00:00,20340.0,0 days 01:00:00,60.0
2019-05-15 17:30:00+00:00,160.275,160.66,160.2,160.5,46851.0,69859.3,0.0016225661507738298,4,14 days 04:00:00,20400.0,0 days 01:00:00,60.0
2019-05-15 18:30:00+00:00,160.53,160.55,159.86,160.31,53169.0,68934.15,-0.0011838006230528997,4,14 days 05:00:00,20460.0,0 days 01:00:00,60.0
2019-05-15 19:30:00+00:00,160.27,160.43,159.52,159.52,64584.0,64230.95,-0.004927952092820154,4,14 days 06:00:00,20520.0,0 days 01:00:00,60.0
2019-05-16 13:30:00+00:00,159.29,160.14,157.68,159.38,137914.0,67193.1,-0.0008776328986961346,4,15 days 00:00:00,21600.0,0 days 18:00:00,1080.0
2019-05-16 14:30:00+00:00,159.44,161.44,159.23,161.03,84569.0,67860.95,0.010352616388505487,4,15 days 01:00:00,21660.0,0 days 01:00:00,60.0
2019-05-16 15:30:00+00:00,161.04,161.86,160.81,161.13,80589.0,68447.7,0.0006210022977084506,4,15 days 02:00:00,21720.0,0 days 01:00:00,60.0
2019-05-16 16:30:00+00:00,161.15,161.58,160.48,161.07,68636.0,68569.0,-0.00037237013591506773,4,15 days 03:00:00,21780.0,0 days 01:00:00,60.0
2019-05-16 17:30:00+00:00,161.08,161.08,159.76,160.62,57024.0,67873.7,-0.0027938163531383564,4,15 days 04:00:00,21840.0,0 days 01:00:00,60.0
2019-05-16 18:30:00+00:00,160.65,161.29,160.0,160.53,85217.0,67309.05,-0.0005603287261860546,4,15 days 05:00:00,21900.0,0 days 01:00:00,60.0
2019-05-16 19:30:00+00:00,160.5,160.5,159.76,160.18,54896.0,64272.45,-0.0021802778296891034,4,15 days 06:00:00,21960.0,0 days 01:00:00,60.0
2019-05-17 13:30:00+00:00,158.34,163.71,157.16,161.64,205305.0,72178.3,0.009114745910850264,4,16 days 00:00:00,23040.0,0 days 18:00:00,1080.0
2019-05-17 14:30:00+00:00,161.58,162.84,160.44,161.1,134211.0,76272.75,-0.0033407572383072903,4,16 days 01:00:00,23100.0,0 days 01:00:00,60.0
2019-05-17 15:30:00+00:00,161.14,161.15,158.97,159.16,98791.0,78598.35,-0.012042209807572868,3,16 days 02:00:00,23160.0,7 days 01:00:00,10140.0
2019-05-17 16:30:00+00:00,159.15,160.83,159.0,159.92,54690.0,79198.3,0.004775069112842312,4,16 days 03:00:00,23220.0,0 days 02:00:00,120.0
